shipment_order_no,origin_sub_district_id,destination_sub_district_id,origin_subdistrict_name,origin_postal_code,destination_subdistrict_name,destination_postal_code,min_duration,max_duration,rate_code,min_sla_api,max_sla_api
TRD2023031008836,45067,22790,Sumur Batu,17148,Konda,98454,5,7,REG23,,
TRD2023031105989,3047,19522,Padangsambian Klod/Kelod,80117,Lamika,86219,5,6,REG23,,
TRD2023031106061,45067,22790,Sumur Batu,17148,Konda,98454,5,7,REG23,,
TRD2023031309802,79938,33288,Padang Terubuk,28155,Segati,28381,10,1,REG23,,
TRD2023031310519,45067,34115,Sumur Batu,17148,Tuban,80361,1,2,REG23,,
TRD2023031310618,45067,22790,Sumur Batu,17148,Konda,98454,5,7,REG23,,
TRD2023031310826,49964,12337,Grogol,11450,Jaya Makmur,84383,10,1,REG23,,
TRD2023031311873,45067,38155,Sumur Batu,17148,Muara Ratah,75779,5,7,REG23,,
TRD2023031405476,45067,19522,Sumur Batu,17148,Lamika,86219,5,9,REG23,,
TRD2023031407243,45067,3749,Sumur Batu,17148,Pondok Butun,72211,3,5,REG23,,
TRD2023031513281,79938,33288,Padang Terubuk,28155,Segati,28381,10,1,REG23,,
TRD2023031513692,3047,2149,Padangsambian Klod/Kelod,80117,Mbay I,86472,2,3,REG23,,
TRD2023031513724,2046,5383,Bunigeulis,45556,Nusliko,97853,3,5,REG23,,
TRD2023031513754,2046,4775,Bunigeulis,45556,Karangan Dalam,75684,10,1,REG23,,
TRD2023031513891,45067,22790,Sumur Batu,17148,Konda,98454,5,7,REG23,,
TRD2023031514052,45067,22790,Sumur Batu,17148,Konda,98454,5,7,REG23,,
TRD2023031514155,45067,26686,Sumur Batu,17148,Oesapa,85228,2,3,REG23,,
TRD2023031605958,708,9547,Sei/Sungai Jawi Luar,78113,Mekar Jaya,79462,5,7,REG23,,
TRD2023031606172,3047,19522,Padangsambian Klod/Kelod,80117,Lamika,86219,5,6,REG23,,
TRD2023031606741,45067,22790,Sumur Batu,17148,Konda,98454,5,7,REG23,,
TRD2023031803208,2046,71654,Bunigeulis,45556,Kampung Bugis,29115,2,3,REG23,,
TRD2023032006823,49964,4141,Grogol,11450,Alak,85231,2,3,REG23,,
TRD2023032007035,45067,80126,Sumur Batu,17148,Banjar Serasan,78233,1,2,REG23,,
TRD2023032007139,2046,2285,Bunigeulis,45556,Tepian Makmur,75683,5,7,REG23,,
TRD2023032105912,2046,67674,Bunigeulis,45556,Banjarejo,63137,3,6,REG23,,
TRD2023032208420,45067,4141,Sumur Batu,17148,Alak,85231,2,3,REG23,,
TRD2023032406050,3047,19522,Padangsambian Klod/Kelod,80117,Lamika,86219,5,6,REG23,,
TRD2023032406115,45067,1071,Sumur Batu,17148,Nunukan Utara,77482,3,5,REG23,,
TRD2023032406141,45067,1071,Sumur Batu,17148,Nunukan Utara,77482,3,5,REG23,,
TRD2023032708326,2046,61579,Bunigeulis,45556,Rawa Sari,36125,2,3,REG23,,
TRD2023032709461,45067,34115,Sumur Batu,17148,Tuban,80361,1,2,REG23,,
TRD2023032807306,2046,11976,Bunigeulis,45556,Dangin Tukadaya,82218,3,6,REG23,,
TRD2023032903446,45067,2424,Sumur Batu,17148,Subaim,97863,10,1,REG23,,
TRD2023033004283,45067,12337,Sumur Batu,17148,Jaya Makmur,84383,10,1,REG23,,
TRD2023040307794,45067,19522,Sumur Batu,17148,Lamika,86219,5,9,REG23,,
TRD2023040310960,2046,12337,Bunigeulis,45556,Jaya Makmur,84383,10,1,REG23,,
TRD2023040405436,2046,3604,Bunigeulis,45556,Kuatae,85519,5,9,REG23,,
TRD2023040704105,2046,4141,Bunigeulis,45556,Alak,85231,2,3,REG23,,
TRD2023041704589,45067,10908,Sumur Batu,17148,Asano,99351,2,4,REG23,,
TRD2022070700399,45210,85601,Argasunya,45145,Pulo Sanggar,24651,5,7,REG23,,
TRD2022070700400,45210,7484,Argasunya,45145,Laikandonga,93871,3,5,REG23,,
TRD2022071905231,45771,52342,Setianegara,45556,Fatubenao,85718,3,5,REG23,,
TRD2022071905265,45771,595,Setianegara,45556,Batu Ampar,34595,5,7,REG23,,
TRD2022100303219,21445,66330,Ciparigi,16157,Karya Ambalutu,21262,3,6,REG23,,
TRD2022101101251,21445,52342,Ciparigi,16157,Fatubenao,85718,3,5,REG23,,
TRD2022101501020,21445,47729,Ciparigi,16157,Penkase Oeleta,85231,2,3,REG23,,
TRD2022101701778,21445,47729,Ciparigi,16157,Penkase Oeleta,85231,2,3,REG23,,
TRD2022101701810,21445,68210,Ciparigi,16157,Trate,61114,1,2,REG23,,
TRD2022102701302,21445,23951,Ciparigi,16157,Mekar Baru,78391,1,2,REG23,,
TRD2022102701320,21445,47729,Ciparigi,16157,Penkase Oeleta,85231,2,3,REG23,,
TRD2022110702531,21445,42522,Ciparigi,16157,Bengkol,95251,2,3,REG23,,
TRD2023021305005,76789,4437,Alang-Alang Lebar,30154,Kurau Barat,33681,2,3,REG23,,
TRD2023022009079,76789,14315,Alang-Alang Lebar,30154,Datar Ruyung,38617,2,3,REG23,,
TRD2023031512507,76789,14997,Alang-Alang Lebar,30154,Bukit Harapan,36554,3,6,REG23,,
TRD2023031605820,76789,4437,Alang-Alang Lebar,30154,Kurau Barat,33681,2,3,REG23,,
TRD2022070801480,2046,41826,Bunigeulis,45556,Sidangoli Dehe,97752,5,7,REG23,,
TRD2022070900603,2046,86151,Bunigeulis,45556,Cot Teungoh,24112,3,5,REG23,,
TRD2022071200487,2046,746,Bunigeulis,45556,Pulubala,96127,2,3,REG23,,
TRD2022071300331,2046,85780,Bunigeulis,45556,Ranai Darat,29783,5,7,REG23,,
TRD2022071300411,2046,46853,Bunigeulis,45556,Pasir Putih,16516,5,7,REG23,,
TRD2022071400430,2046,41826,Bunigeulis,45556,Sidangoli Dehe,97752,5,7,REG23,,
TRD2022071400474,2046,50966,Bunigeulis,45556,Pambola Njara (Pambotanjara),87116,3,5,REG23,,
TRD2022071400667,2046,746,Bunigeulis,45556,Pulubala,96127,2,3,REG23,,
TRD2022071400831,2046,52100,Bunigeulis,45556,Pengadan (Pengadaan Baru),75684,10,1,REG23,,
TRD2022071600378,2046,50966,Bunigeulis,45556,Pambola Njara (Pambotanjara),87116,3,5,REG23,,
TRD2022071600401,2046,19998,Bunigeulis,45556,Sanggau Kolor,79251,3,5,REG23,,
TRD2022071600434,2046,52100,Bunigeulis,45556,Pengadan (Pengadaan Baru),75684,10,1,REG23,,
TRD2022071600509,2046,41826,Bunigeulis,45556,Sidangoli Dehe,97752,5,7,REG23,,
TRD2022071801360,2046,85860,Bunigeulis,45556,Sukodadi,30154,2,3,REG23,,
TRD2022071802176,2046,7996,Bunigeulis,45556,Sumlili,85351,5,7,REG23,,
TRD2022071905605,2046,7339,Bunigeulis,45556,Baruga Dua,91453,3,5,REG23,,
TRD2022072000757,2046,7996,Bunigeulis,45556,Sumlili,85351,5,7,REG23,,
TRD2022072000852,2046,73072,Bunigeulis,45556,Onansila (Oenansila),85353,3,5,REG23,,
TRD2022072100952,2046,18636,Bunigeulis,45556,Alalak Tengah,70126,2,3,REG23,,
TRD2022072101073,2046,41826,Bunigeulis,45556,Sidangoli Dehe,97752,5,7,REG23,,
TRD2022072101888,2046,41826,Bunigeulis,45556,Sidangoli Dehe,97752,5,7,REG23,,
TRD2022072508389,2046,41826,Bunigeulis,45556,Sidangoli Dehe,97752,5,7,REG23,,
TRD2022072508747,2046,41826,Bunigeulis,45556,Sidangoli Dehe,97752,5,7,REG23,,
TRD2022072509118,2046,85049,Bunigeulis,45556,Kutabanjarnegara,53418,2,3,REG23,,
TRD2022072510640,2046,41826,Bunigeulis,45556,Sidangoli Dehe,97752,5,7,REG23,,
TRD2022072510712,2046,746,Bunigeulis,45556,Pulubala,96127,2,3,REG23,,
TRD2022072600801,2046,7996,Bunigeulis,45556,Sumlili,85351,3,5,REG23,,
TRD2022072601630,2046,52100,Bunigeulis,45556,Pengadan (Pengadaan Baru),75684,10,1,REG23,,
TRD2022072701834,2046,26695,Bunigeulis,45556,Simalanggang,26251,3,5,REG23,,
TRD2022072801205,2046,55173,Bunigeulis,45556,Drajat,45133,2,3,REG23,,
TRD2022072902207,2046,3165,Bunigeulis,45556,Budong-Budong,91563,5,7,REG23,,
TRD2022080200818,2046,86080,Bunigeulis,45556,Ciparungsari,41181,2,3,REG23,,
TRD2022080200917,2046,84706,Bunigeulis,45556,Sungai Raya,78231,2,3,REG23,,
TRD2022080201011,2046,746,Bunigeulis,45556,Pulubala,96127,2,3,REG23,,
TRD2022080301500,2046,19840,Bunigeulis,45556,Nenang,76141,3,5,REG23,,
TRD2022080401138,2046,31234,Bunigeulis,45556,Baraya,90153,1,2,REG23,,
TRD2022080401650,2046,86144,Bunigeulis,45556,Kampung Baru,23116,2,3,REG23,,
TRD2022080402874,2046,40994,Bunigeulis,45556,Pegagan Lor,45152,2,3,REG23,,
TRD2022080801815,2046,14003,Bunigeulis,45556,Bugis,75121,2,3,REG23,,
TRD2022080802684,2046,19840,Bunigeulis,45556,Nenang,76141,3,5,REG23,,
TRD2022080903183,2046,85742,Bunigeulis,45556,Bangodua,45156,2,3,REG23,,
TRD2022081002138,2046,5766,Bunigeulis,45556,Tepian Terap,75684,5,7,REG23,,
TRD2022081101366,2046,83862,Bunigeulis,45556,Tapandullu,91512,5,7,REG23,,
TRD2022081201463,2046,84763,Bunigeulis,45556,Teluk Kapuas,78124,2,3,REG23,,
TRD2022081701004,49964,71565,Grogol,11450,Babura Sunggal,20121,1,2,REG23,,
TRD2022081801357,49964,84763,Grogol,11450,Teluk Kapuas,78124,1,2,REG23,,
TRD2022081801386,49964,71565,Grogol,11450,Babura Sunggal,20121,1,2,REG23,,
TRD2022081801820,2046,31291,Bunigeulis,45556,Kemuning,70714,2,3,REG23,,
TRD2022081900655,49964,85744,Grogol,11450,Peunyeurat,23117,1,2,REG23,,
TRD2022081901565,2046,56976,Bunigeulis,45556,Alue Deah Teungoh (Alue Deyah Tengoh),23232,2,3,REG23,,
TRD2022081901800,2046,746,Bunigeulis,45556,Pulubala,96127,2,3,REG23,,
TRD2022081902105,2046,37389,Bunigeulis,45556,Batu Layang,78244,2,3,REG23,,
TRD2022082201864,2046,71565,Bunigeulis,45556,Babura Sunggal,20121,2,3,REG23,,
TRD2022082205236,2046,60112,Bunigeulis,45556,13 Ilir,30123,2,3,REG23,,
TRD2022082304013,2046,57622,Bunigeulis,45556,Kota Baru,28114,2,3,REG23,,
TRD2022082501686,49964,71565,Grogol,11450,Babura Sunggal,20121,1,2,REG23,,
TRD2022082502230,2046,14003,Bunigeulis,45556,Bugis,75121,2,3,REG23,,
TRD2022082502303,2046,85744,Bunigeulis,45556,Peunyeurat,23117,2,3,REG23,,
TRD2022082503053,2046,77014,Bunigeulis,45556,Wanantara,45227,2,3,REG23,,
TRD2022082601289,2046,36064,Bunigeulis,45556,Bagan Hulu,28912,5,7,REG23,,
TRD2022082602024,2046,37389,Bunigeulis,45556,Batu Layang,78244,2,3,REG23,,
TRD2022082602812,49964,32558,Grogol,11450,Pasir Putih,36139,1,2,REG23,,
TRD2022082603108,49964,31234,Grogol,11450,Baraya,90153,2,3,REG23,,
TRD2022082603381,2046,61840,Bunigeulis,45556,Taman Arum,63419,2,3,REG23,,
TRD2022082701665,2046,3689,Bunigeulis,45556,Cipaisan,41113,2,3,REG23,,
TRD2022082701829,2046,85853,Bunigeulis,45556,Sidodadi,35353,5,7,REG23,,
TRD2022082702248,2046,19840,Bunigeulis,45556,Nenang,76141,3,5,REG23,,
TRD2022082702557,2046,31234,Bunigeulis,45556,Baraya,90153,1,2,REG23,,
TRD2022082904577,2046,3689,Bunigeulis,45556,Cipaisan,41113,2,3,REG23,,
TRD2022082904716,2046,14003,Bunigeulis,45556,Bugis,75121,2,3,REG23,,
TRD2022082906645,2046,3165,Bunigeulis,45556,Budong-Budong,91563,5,7,REG23,,
TRD2022083002904,2046,3689,Bunigeulis,45556,Cipaisan,41113,2,3,REG23,,
TRD2022083006687,2046,84659,Bunigeulis,45556,Darul Makmur,24652,5,7,REG23,,
TRD2022083100814,2046,85744,Bunigeulis,45556,Peunyeurat,23117,2,3,REG23,,
TRD2022083101124,2046,9879,Bunigeulis,45556,Sumber Rejo,34388,5,7,REG23,,
TRD2022083102061,2046,57446,Bunigeulis,45556,Hakim Bale Bujang,24513,5,7,REG23,,
TRD2022083102070,2046,65846,Bunigeulis,45556,Kubu Parak Karakah (Dalam),25126,2,3,REG23,,
TRD2022083102149,2046,47432,Bunigeulis,45556,Katobengke,93724,3,5,REG23,,
TRD2022083102224,2046,42356,Bunigeulis,45556,Besar,20251,2,3,REG23,,
TRD2022083102359,2046,29008,Bunigeulis,45556,Antang,90234,1,2,REG23,,
TRD2022083102386,2046,32558,Bunigeulis,45556,Pasir Putih,36139,2,3,REG23,,
TRD2022083102678,2046,31234,Bunigeulis,45556,Baraya,90153,1,2,REG23,,
TRD2022090300785,2758,70499,Pekayon Jaya,17148,Penfui,85148,2,3,REG23,,
TRD2022090301654,2758,19840,Pekayon Jaya,17148,Nenang,76141,3,5,REG23,,
TRD2022090302946,2046,85744,Bunigeulis,45556,Peunyeurat,23117,2,3,REG23,,
TRD2022090501483,2758,746,Pekayon Jaya,17148,Pulubala,96127,2,3,REG23,,
TRD2022090501544,2758,86151,Pekayon Jaya,17148,Cot Teungoh,24112,2,3,REG23,,
TRD2022090800163,2758,19840,Pekayon Jaya,17148,Nenang,76141,3,5,REG23,,
TRD2022091004145,2046,31234,Bunigeulis,45556,Baraya,90153,1,2,REG23,,
TRD2022091203924,2758,86861,Pekayon Jaya,17148,Lubuk Tukko,22533,2,3,REG23,,
TRD2022091204347,2758,66136,Pekayon Jaya,17148,Bataraguru,93714,3,5,REG23,,
TRD2022091206451,2758,39985,Pekayon Jaya,17148,Cinta Damai,20126,1,2,REG23,,
TRD2022091302408,2046,84659,Bunigeulis,45556,Darul Makmur,24652,5,7,REG23,,
TRD2022091500243,2758,37389,Pekayon Jaya,17148,Batu Layang,78244,1,2,REG23,,
TRD2022091501358,2046,86144,Bunigeulis,45556,Kampung Baru,23116,2,3,REG23,,
TRD2022091602053,2758,39081,Pekayon Jaya,17148,Kota Tanjung Pandan,33411,1,2,REG23,,
TRD2022091602948,2046,55173,Bunigeulis,45556,Drajat,45133,2,3,REG23,,
TRD2022091603158,2758,62743,Pekayon Jaya,17148,Abeli,93234,2,3,REG23,,
TRD2022091603645,2046,746,Bunigeulis,45556,Pulubala,96127,2,3,REG23,,
TRD2022091700985,2758,746,Pekayon Jaya,17148,Pulubala,96127,2,3,REG23,,
TRD2022091701983,2758,3165,Pekayon Jaya,17148,Budong-Budong,91563,5,7,REG23,,
TRD2022091702409,2758,37389,Pekayon Jaya,17148,Batu Layang,78244,1,2,REG23,,
TRD2022091900730,2758,31234,Pekayon Jaya,17148,Baraya,90153,2,3,REG23,,
TRD2022092001137,2758,37185,Pekayon Jaya,17148,Dirma,85761,10,1,REG23,,
TRD2022092102013,2758,71565,Pekayon Jaya,17148,Babura Sunggal,20121,1,2,REG23,,
TRD2022092201090,2046,37641,Bunigeulis,45556,Ulee Pata,23235,2,3,REG23,,
TRD2022092300448,2758,73072,Pekayon Jaya,17148,Onansila (Oenansila),85353,5,9,REG23,,
TRD2022092402015,2758,86151,Pekayon Jaya,17148,Cot Teungoh,24112,2,3,REG23,,
TRD2022092404168,2046,71565,Bunigeulis,45556,Babura Sunggal,20121,2,3,REG23,,
TRD2022092602707,2758,85744,Pekayon Jaya,17148,Peunyeurat,23117,1,2,REG23,,
TRD2022092607300,2758,85017,Pekayon Jaya,17148,Parit Baru,78234,1,2,REG23,,
TRD2022092701200,2758,18636,Pekayon Jaya,17148,Alalak Tengah,70126,1,2,REG23,,
TRD2022092703455,2046,3689,Bunigeulis,45556,Cipaisan,41113,2,3,REG23,,
TRD2022092801795,2758,86144,Pekayon Jaya,17148,Kampung Baru,23116,1,2,REG23,,
TRD2022092804462,2046,85744,Bunigeulis,45556,Peunyeurat,23117,2,3,REG23,,
TRD2022092903519,2758,83862,Pekayon Jaya,17148,Tapandullu,91512,5,7,REG23,,
TRD2022100100929,2758,57622,Pekayon Jaya,17148,Kota Baru,28114,1,2,REG23,,
TRD2022100101056,2758,26695,Pekayon Jaya,17148,Simalanggang,26251,2,3,REG23,,
TRD2022100101336,2758,61840,Pekayon Jaya,17148,Taman Arum,63419,2,3,REG23,,
TRD2022100300546,2758,19840,Pekayon Jaya,17148,Nenang,76141,3,5,REG23,,
TRD2022100503337,2758,84763,Pekayon Jaya,17148,Teluk Kapuas,78124,1,2,REG23,,
TRD2022100603104,2046,86503,Bunigeulis,45556,Tanah Merah,28284,2,3,REG23,,
TRD2022100603161,2046,83862,Bunigeulis,45556,Tapandullu,91512,5,7,REG23,,
TRD2022100701603,2758,10831,Pekayon Jaya,17148,Lemahabang,41383,3,6,REG23,,
TRD2022100800831,2758,26695,Pekayon Jaya,17148,Simalanggang,26251,2,3,REG23,,
TRD2022101003490,2046,21665,Bunigeulis,45556,Komperta,30268,2,3,REG23,,
TRD2022101101855,2758,19840,Pekayon Jaya,17148,Nenang,76141,3,5,REG23,,
TRD2022101302828,2046,10831,Bunigeulis,45556,Lemahabang,41383,2,3,REG23,,
TRD2022101401012,2758,85744,Pekayon Jaya,17148,Peunyeurat,23117,1,2,REG23,,
TRD2022101700688,2758,86144,Pekayon Jaya,17148,Kampung Baru,23116,1,2,REG23,,
TRD2022101703699,2758,21665,Pekayon Jaya,17148,Komperta,30268,1,2,REG23,,
TRD2022101801775,2758,10610,Pekayon Jaya,17148,Sendaur,28755,3,6,REG23,,
TRD2022101802347,2046,3689,Bunigeulis,45556,Cipaisan,41113,2,3,REG23,,
TRD2022101900333,2758,56976,Pekayon Jaya,17148,Alue Deah Teungoh (Alue Deyah Tengoh),23232,1,2,REG23,,
TRD2022101902296,2046,746,Bunigeulis,45556,Pulubala,96127,2,3,REG23,,
TRD2022102100322,2758,19840,Pekayon Jaya,17148,Nenang,76141,3,5,REG23,,
TRD2022102100501,2758,41902,Pekayon Jaya,17148,Bada,84211,2,3,REG23,,
TRD2022102503387,2046,11045,Bunigeulis,45556,Kampung Besar Kota,29312,3,5,REG23,,
TRD2022102503655,2046,83862,Bunigeulis,45556,Tapandullu,91512,5,7,REG23,,
TRD2022102900255,2758,26695,Pekayon Jaya,17148,Simalanggang,26251,2,3,REG23,,
TRD2022102901710,2046,3689,Bunigeulis,45556,Cipaisan,41113,2,3,REG23,,
TRD2022103102376,2758,83862,Pekayon Jaya,17148,Tapandullu,91512,5,7,REG23,,
TRD2022103106258,2758,83862,Pekayon Jaya,17148,Tapandullu,91512,5,7,REG23,,
TRD2022103106346,2758,31234,Pekayon Jaya,17148,Baraya,90153,2,3,REG23,,
TRD2022103106828,2758,86879,Pekayon Jaya,17148,Deli Tua,20144,1,2,REG23,,
TRD2022103107368,2758,80951,Pekayon Jaya,17148,Kota Baru,85519,5,9,REG23,,
TRD2022110101721,2758,86144,Pekayon Jaya,17148,Kampung Baru,23116,1,2,REG23,,
TRD2022110302257,2046,34398,Bunigeulis,45556,Sungai Buluh,78864,5,7,REG23,,
TRD2022110401015,2046,49552,Bunigeulis,45556,Cibungur,41181,2,3,REG23,,
TRD2022110701798,2758,86144,Pekayon Jaya,17148,Kampung Baru,23116,1,2,REG23,,
TRD2022110702010,2758,86144,Pekayon Jaya,17148,Kampung Baru,23116,1,2,REG23,,
TRD2022110702226,2758,37389,Pekayon Jaya,17148,Batu Layang,78244,1,2,REG23,,
TRD2022110902347,2046,51877,Bunigeulis,45556,Gampong Pande,23128,2,3,REG23,,
TRD2022110903137,2758,37641,Pekayon Jaya,17148,Ulee Pata,23235,1,2,REG23,,
TRD2022111000540,2758,86208,Pekayon Jaya,17148,16 Ulu,30117,1,2,REG23,,
TRD2022111405326,2758,71565,Pekayon Jaya,17148,Babura Sunggal,20121,1,2,REG23,,
TRD2022111502518,2758,31234,Pekayon Jaya,17148,Baraya,90153,2,3,REG23,,
TRD2022111503016,2046,3165,Bunigeulis,45556,Budong-Budong,91563,5,7,REG23,,
TRD2022111601973,2046,86151,Bunigeulis,45556,Cot Teungoh,24112,3,5,REG23,,
TRD2022111602808,2046,31234,Bunigeulis,45556,Baraya,90153,1,2,REG23,,
TRD2022111701655,2758,27537,Pekayon Jaya,17148,Keteguhan,35235,1,2,REG23,,
TRD2022112602597,2046,86144,Bunigeulis,45556,Kampung Baru,23116,2,3,REG23,,
TRD2022113001445,2758,73072,Pekayon Jaya,17148,Onansila (Oenansila),85353,5,9,REG23,,
TRD2022120202124,2758,35150,Pekayon Jaya,17148,Tode Kisar,85229,2,3,REG23,,
TRD2022120203396,2046,3165,Bunigeulis,45556,Budong-Budong,91563,5,7,REG23,,
TRD2022120501802,87275,26695,Rintis,28155,Simalanggang,26251,2,3,REG23,,
TRD2022120802355,85513,30139,Kerobokan Kelod,80117,Done,86152,2,3,REG23,,
TRD2022120902816,85513,14890,Kerobokan Kelod,80117,Hewokloang,86181,2,3,REG23,,
TRD2022121205833,2758,86866,Pekayon Jaya,17148,Mattoangin,90224,2,3,REG23,,
TRD2022121602732,87275,36064,Rintis,28155,Bagan Hulu,28912,3,6,REG23,,
TRD2022121702419,85513,30139,Kerobokan Kelod,80117,Done,86152,2,3,REG23,,
TRD2022121906561,85513,14890,Kerobokan Kelod,80117,Hewokloang,86181,2,3,REG23,,
TRD2022121906725,88124,37641,A M P L A S,20148,Ulee Pata,23235,2,3,REG23,,
TRD2022122001103,2046,48190,Bunigeulis,45556,Brang Bara,84314,2,3,REG23,,
TRD2022122204784,2758,37185,Pekayon Jaya,17148,Dirma,85761,10,1,REG23,,
TRD2022122604987,88124,86144,A M P L A S,20148,Kampung Baru,23116,2,3,REG23,,
TRD2022122704204,85513,30139,Kerobokan Kelod,80117,Done,86152,2,3,REG23,,
TRD2022122803490,85513,84497,Kerobokan Kelod,80117,Beo Sepang,86754,5,6,REG23,,
TRD2022122904389,85513,14890,Kerobokan Kelod,80117,Hewokloang,86181,2,3,REG23,,
TRD2022123005140,85513,18797,Kerobokan Kelod,80117,Tikatukang,86262,5,6,REG23,,
TRD2022123105497,88124,86144,A M P L A S,20148,Kampung Baru,23116,2,3,REG23,,
TRD2022123105621,88124,86144,A M P L A S,20148,Kampung Baru,23116,2,3,REG23,,
TRD2023010210852,2758,18032,Pekayon Jaya,17148,Girian Indah,95511,3,5,REG23,,
